name,affiliation,homepage,scholarid
Kathleen F. McCoy,University of Delaware,http://udel.edu/~mccoy,NOSCHOLARPAGE
Keith Decker,University of Delaware,https://www.eecis.udel.edu/~decker,8odG5jkAAAAJ
Keith S. Decker,University of Delaware,https://www.eecis.udel.edu/~decker,8odG5jkAAAAJ
Lena Mashayekhy,University of Delaware,https://www.eecis.udel.edu/lena,b9gs2WYAAAAJ
Li Liao,University of Delaware,https://www.eecis.udel.edu/~lliao,o6e8dvUAAAAJ
Lori L. Pollock,University of Delaware,https://www.eecis.udel.edu/~pollock,fmt12jMAAAAJ
Michela Taufer,University of Delaware,https://gcl.cis.udel.edu/personal/taufer,3DWI0HcAAAAJ
Paul Amer,University of Delaware,https://www.eecis.udel.edu/~amer,CNjiRFQAAAAJ
Sandra Carberry,University of Delaware,https://www.eecis.udel.edu/~carberry,NOSCHOLARPAGE
Stephen F. Siegel,University of Delaware,http://vsl.cis.udel.edu/siegel.html,N_X_1oMAAAAJ
Sunita Chandrasekaran,University of Delaware,https://www.eecis.udel.edu/~schandra,deLqgtMAAAAJ
Terry Harvey,University of Delaware,https://www.eecis.udel.edu/~harvey,NOSCHOLARPAGE
Vijay Shanker,University of Delaware,https://www.eecis.udel.edu/~vijay,O1l6JGkAAAAJ
Alison Pease,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/22,6g0XkjAAAAAJ
Andy Cobley,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/1,NOSCHOLARPAGE
Annalu Waller,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/27,x_YEVQoAAAAJ
Chris Reed,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/25,4uzzI5YAAAAJ
Craig Douglas Ramsay,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/24,NOSCHOLARPAGE
David R. Flatla,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/15,pJjyC-AAAAAJ
Emanuele Trucco,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/26,AoqaZGkAAAAJ
Iain Martin,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/17,NOSCHOLARPAGE
Iain R. Murray,University of Dundee,http://staff.computing.dundee.ac.uk/irmurray,NOSCHOLARPAGE
Islem Rekik,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/150,NOSCHOLARPAGE
Jianguo Zhang,University of Dundee,http://staff.computing.dundee.ac.uk/jgzhang,ypSmZtIAAAAJ
John L. Arnott,University of Dundee,http://staff.computing.dundee.ac.uk/jarnott,NOSCHOLARPAGE
Karen E. Petrie,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/23,pJB7cjoAAAAJ
Karen Elizabeth Petrie,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/23,pJB7cjoAAAAJ
Katarzyna Budzynska,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/9,NOSCHOLARPAGE
Keith Edwards,University of Dundee,http://staff.computing.dundee.ac.uk/kedwards/index.html,NOSCHOLARPAGE
Sasa Radomirovic,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/146,3KP-_8cAAAAJ
Stephen J. McKenna,University of Dundee,http://staff.computing.dundee.ac.uk/stephen,7mZPvlYAAAAJ
Steve Parkes,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/21,NOSCHOLARPAGE
Adam Lopez,University of Edinburgh,http://alopez.github.io,u4sxKZwAAAAJ
Aggelos Kiayias,University of Edinburgh,http://www.cse.uconn.edu/~akiayias/Home_of_Aggelos_Kiayias/Home_of_Aggelos_Kiayias.html,P_L_vZAAAAAJ
Ajitha Rajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/arajan,Y8ROiBEAAAAJ
Alan Bundy,University of Edinburgh,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ
Alan Christopher Williams,University of Edinburgh,http://homepages.inf.ed.ac.uk/ckiw,SvqEk1EAAAAJ
Alan L. Bundy,University of Edinburgh,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ
Alan Richard Bundy,University of Edinburgh,https://sweb.inf.ed.ac.uk/bundy,n7STZEYAAAAJ
Alan Smaill,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Alan_Smaill.html,NOSCHOLARPAGE
Alex Lascarides,University of Edinburgh,http://homepages.inf.ed.ac.uk/alex,fVRKVf4AAAAJ
Amos J. Storkey,University of Edinburgh,http://homepages.inf.ed.ac.uk/amos,3Rlc8EAAAAAJ
Andrew C. Gordon,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Andrew_Gordon.html,h-GK55oAAAAJ
Austin Tate,University of Edinburgh,http://www.aiai.ed.ac.uk/~bat,CWYxFcQAAAAJ
Barbara Webb,University of Edinburgh,http://homepages.inf.ed.ac.uk/bwebb,k9T3V7EAAAAJ
Benjamin Bach,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Benjamin_Bach.html,dXbz4FgAAAAJ
Björn Franke,University of Edinburgh,http://homepages.inf.ed.ac.uk/bfranke,Y6aTqRQAAAAJ
Bob Fisher,University of Edinburgh,http://homepages.inf.ed.ac.uk/rbf,LigYduEAAAAJ
Bonnie L. Webber,University of Edinburgh,http://homepages.inf.ed.ac.uk/bonnie,r6JFa28AAAAJ
Bonnie Nash-Webber,University of Edinburgh,http://homepages.inf.ed.ac.uk/bonnie,r6JFa28AAAAJ
Boris Grot,University of Edinburgh,http://homepages.inf.ed.ac.uk/bgrot,1DXXeSMAAAAJ
Charles A. Sutton,University of Edinburgh,http://homepages.inf.ed.ac.uk/csutton,hYtGXD0AAAAJ
Chris Heunen,University of Edinburgh,http://homepages.inf.ed.ac.uk/cheunen,K_LnaH0AAAAJ
Christophe Dubach,University of Edinburgh,http://homepages.inf.ed.ac.uk/cdubach,DINh8bYAAAAJ
Christopher G. Lucas,University of Edinburgh,http://www.christopherglucas.com,KS4uI1sAAAAJ
Christopher J. Bishop,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Christopher_Bishop.html,gsr-K3ADUvAC
Colin Stirling,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Colin_Stirling.html,sqQU2eYAAAAJ
D. K. Arvind,University of Edinburgh,http://www.dcs.ed.ac.uk/home/dka,bfF6L30AAAAJ
Damal Kandadai Arvind,University of Edinburgh,http://www.dcs.ed.ac.uk/home/dka,bfF6L30AAAAJ
Dave Robertson,University of Edinburgh,http://www.dai.ed.ac.uk/groups/ssp/members/dave.htm,63eai3AAAAAJ
David Aspinall,University of Edinburgh,http://homepages.inf.ed.ac.uk/da,_pT1xEwAAAAJ
David Aspinall II,University of Edinburgh,http://homepages.inf.ed.ac.uk/da,NOSCHOLARPAGE
Donald Sannella,University of Edinburgh,http://homepages.inf.ed.ac.uk/dts,XQNrpksAAAAJ
Douglas B. Armstrong,University of Edinburgh,http://www.ed.ac.uk/integrative-physiology/staff-profiles/associate-members/j-douglas-armstrong,NOSCHOLARPAGE
Dragan Gasevic,University of Edinburgh,http://www.sfu.ca/~dgasevic,Q4Nm22sAAAAJ
Efstratios Viglas,University of Edinburgh,http://homepages.inf.ed.ac.uk/sviglas,ZxgGJMwAAAAJ
Elham Kashefi,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Elham_Kashefi.html,oXpgxTIAAAAJ
Ewan Klein,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Ewan_Klein.html,Sh28erYAAAAJ
Frank Keller,University of Edinburgh,http://homepages.inf.ed.ac.uk/keller,NOSCHOLARPAGE
Gordon D. Plotkin,University of Edinburgh,http://homepages.inf.ed.ac.uk/gdp,0KiEfGcAAAAJ
Guido Sanguinetti,University of Edinburgh,http://homepages.inf.ed.ac.uk/gsanguin,R4zLUksAAAAJ
He Sun 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/hsun4,NOSCHOLARPAGE
Helen Pain,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Helen_Pain.html,Qmsk8IsAAAAJ
Heng Guo 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/hguo,993eudcAAAAJ
Henry S. Thompson,University of Edinburgh,http://www.ltg.ed.ac.uk/~ht,bDR4VHMAAAAJ
Henry Thompson,University of Edinburgh,http://www.ltg.ed.ac.uk/~ht,bDR4VHMAAAAJ
Hiroshi Shimodaira,University of Edinburgh,http://homepages.inf.ed.ac.uk/hshimoda,NOSCHOLARPAGE
Hugh Leather,University of Edinburgh,http://homepages.inf.ed.ac.uk/hleather,oIGrLpsAAAAJ
Iain Murray 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/imurray2,WfuoPHIAAAAJ
Ian A. Simpson,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Thomas_Simpson.html,rmKe2dYAAAAJ
Ian Stark,University of Edinburgh,http://homepages.inf.ed.ac.uk/stark,NOSCHOLARPAGE
Igor Goryanin,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Igor_Goryanin.html,E-duT6oAAAAJ
Ivan Titov,University of Edinburgh,http://ivan-titov.org,FKUc3vsAAAAJ
J. Michael Herrmann,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/michael-herrmann(cf1b7c31-3a87-4812-bf0a-05cf49b0120e).html,3BXww6YAAAAJ
Jacques D. Fleuriot,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Jacques_Fleuriot.html,NOSCHOLARPAGE
James Cheney,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcheney,G-1f1G4AAAAJ
James R. Cheney,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcheney,G-1f1G4AAAAJ
Jane Hillston,University of Edinburgh,http://homepages.inf.ed.ac.uk/jeh,4hUZomAAAAAJ
Johanna D. Moore,University of Edinburgh,http://homepages.inf.ed.ac.uk/jmoore,9cb0uoAAAAAJ
John Longley,University of Edinburgh,http://homepages.inf.ed.ac.uk/jrl,NOSCHOLARPAGE
John R. Longley,University of Edinburgh,http://homepages.inf.ed.ac.uk/jrl,NOSCHOLARPAGE
Jon Oberlander,University of Edinburgh,http://homepages.inf.ed.ac.uk/jon,Sr4lD_YAAAAJ
Julian C. Bradfield,University of Edinburgh,http://homepages.inf.ed.ac.uk/jcb,NOSCHOLARPAGE
K. Kalorkoti,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/k-kalorkoti(03916cbc-3a54-4de4-be54-09c23f44dbb5).html,NOSCHOLARPAGE
Kami E. Vaniea,University of Edinburgh,https://vaniea.com,G_l2kiQAAAAJ
Kami Vaniea,University of Edinburgh,https://vaniea.com,G_l2kiQAAAAJ
Kenneth Heafield,University of Edinburgh,https://kheafield.com,VEJE37AAAAAJ
Korin Richmond,University of Edinburgh,http://homepages.inf.ed.ac.uk/korin,C_VIkbsAAAAJ
Kousha Etessami,University of Edinburgh,http://homepages.inf.ed.ac.uk/kousha,_rUcw0EAAAAJ
Lee John Eccleston,University of Edinburgh,http://www.ed.ac.uk/clinical-sciences/pain-management,NOSCHOLARPAGE
Leonid Libkin,University of Edinburgh,http://homepages.inf.ed.ac.uk/libkin,4q-MIB0AAAAJ
Mahesh K. Marina,University of Edinburgh,http://homepages.inf.ed.ac.uk/mmarina,VJLdaGgAAAAJ
Malcolm D. Atkinson,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/malcolm-atkinson(8e51eafb-dd78-468b-8970-ec2349e92305).html,NOSCHOLARPAGE
Malcolm P. Atkinson,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Malcolm_Atkinson.html,NOSCHOLARPAGE
Maria K. Wolters,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/maria-wolters(2b06b072-20c7-48d5-90cd-ec9c59205b49).html,NOSCHOLARPAGE
Maria Klara Wolters,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/maria-wolters(2b06b072-20c7-48d5-90cd-ec9c59205b49).html,NOSCHOLARPAGE
Mark C. W. van Rossum,University of Edinburgh,http://homepages.inf.ed.ac.uk/mvanross,NOSCHOLARPAGE
Mark Steedman,University of Edinburgh,http://homepages.inf.ed.ac.uk/steedman,ccCd0_YAAAAJ
Mary Cryan,University of Edinburgh,http://homepages.inf.ed.ac.uk/mcryan,NOSCHOLARPAGE
Mary Elizabeth Cryan,University of Edinburgh,http://homepages.inf.ed.ac.uk/mcryan,NOSCHOLARPAGE
Matthias H. Hennig,University of Edinburgh,http://homepages.inf.ed.ac.uk/mhennig,QMvayicAAAAJ
Matthias Hennig,University of Edinburgh,http://homepages.inf.ed.ac.uk/mhennig,QMvayicAAAAJ
Maurice F. Fallon,University of Edinburgh,http://homepages.inf.ed.ac.uk/mfallon2,BqV8LaoAAAAJ
Michael F. P. O'Boyle,University of Edinburgh,http://www.dcs.ed.ac.uk/~mob,NOSCHOLARPAGE
Michael Fourman,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Michael_Fourman.html,psO0rckAAAAJ
Michael Herrmann,University of Edinburgh,http://www.research.ed.ac.uk/portal/en/persons/michael-herrmann(cf1b7c31-3a87-4812-bf0a-05cf49b0120e).html,MJiOEy0AAAAJ
Michael P. Fourman,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Michael_Fourman.html,psO0rckAAAAJ
Michael Paul Fourman,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Michael_Fourman.html,psO0rckAAAAJ
Michael Rovatsos,University of Edinburgh,http://homepages.inf.ed.ac.uk/mrovatso,xQGbSfMAAAAJ
Mirella Lapata,University of Edinburgh,http://homepages.inf.ed.ac.uk/mlap,j67B9Q4AAAAJ
Murray Cole,University of Edinburgh,http://homepages.inf.ed.ac.uk/mic,NOSCHOLARPAGE
Myrto Arapinis,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Myrto_Arapinis.html,1GaX8xQAAAAJ
Myungjin Lee,University of Edinburgh,http://homepages.inf.ed.ac.uk/mlee23,XjWpxJUAAAAJ
Nigel H. Goddard,University of Edinburgh,http://homepages.inf.ed.ac.uk/ngoddard,NVeTifMAAAAJ
Nigel P. Topham,University of Edinburgh,http://homepages.inf.ed.ac.uk/npt,NOSCHOLARPAGE
Nigel Topham,University of Edinburgh,http://homepages.inf.ed.ac.uk/npt,NOSCHOLARPAGE
Oscar Peter Buneman,University of Edinburgh,http://homepages.inf.ed.ac.uk/opb,d9bq04sAAAAJ
Paul Anderson,University of Edinburgh,http://www.dcs.ed.ac.uk/~paul,tnj2b6AAAAAJ
Paul B. Anderson,University of Edinburgh,http://www.dcs.ed.ac.uk/~paul,tnj2b6AAAAAJ
Paul B. Jackson,University of Edinburgh,http://homepages.inf.ed.ac.uk/pbj,WUuHiYQAAAAJ
Paul Jackson,University of Edinburgh,http://homepages.inf.ed.ac.uk/pbj,WUuHiYQAAAAJ
Paul Patras,University of Edinburgh,http://homepages.inf.ed.ac.uk/ppatras,0kC3nVgAAAAJ
Paul Schweizer,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Paul_Schweizer.html,M0uLiP0AAAAJ
Peggy Seriès,University of Edinburgh,http://homepages.inf.ed.ac.uk/pseries,JeZz1LMAAAAJ
Perdita Stevens,University of Edinburgh,http://homepages.inf.ed.ac.uk/perdita,KdBhbbYAAAAJ
Peter Buneman,University of Edinburgh,http://homepages.inf.ed.ac.uk/opb,d9bq04sAAAAJ
Philip Wadler,University of Edinburgh,http://homepages.inf.ed.ac.uk/wadler,Iz-3VFQAAAAJ
Pramod Bhatotia,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Pramod_Bhatotia.html,_nr10fgAAAAJ
Richard Mayr,University of Edinburgh,http://homepages.inf.ed.ac.uk/rmayr,o5doXYoAAAAJ
Richard Shillcock,University of Edinburgh,http://www.ppls.ed.ac.uk/people/richard-shillcock,oqirbaYAAAAJ
Rico Sennrich,University of Edinburgh,http://homepages.inf.ed.ac.uk/rsennric,XTpJvCgAAAAJ
Rik Sarkar,University of Edinburgh,http://homepages.inf.ed.ac.uk/rsarkar,rmMWizEAAAAJ
Robert B. Fisher,University of Edinburgh,http://homepages.inf.ed.ac.uk/rbf,LigYduEAAAAJ
Robin D. Hill,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Robin_Hill.html,T-3sP_4AAAAJ
Robin L. Hill,University of Edinburgh,http://www.robin.org.uk,T-3sP_4AAAAJ
Sebastian Maneth,University of Edinburgh,http://homepages.inf.ed.ac.uk/smaneth,GyklaXkAAAAJ
Sethu Vijayakumar,University of Edinburgh,http://homepages.inf.ed.ac.uk/svijayak,JdRs1sQAAAAJ
Sharon Goldwater,University of Edinburgh,http://homepages.inf.ed.ac.uk/sgwater,_ZxvlzoAAAAJ
Shay B. Cohen,University of Edinburgh,http://homepages.inf.ed.ac.uk/scohen,KTIwWHsAAAAJ
Simon A. King,University of Edinburgh,http://homepages.inf.ed.ac.uk/simonk,L9z6PakAAAAJ
Simon King,University of Edinburgh,http://homepages.inf.ed.ac.uk/simonk,L9z6PakAAAAJ
Stephen Gilmore,University of Edinburgh,http://homepages.inf.ed.ac.uk/stg,S7iYkO8AAAAJ
Stephen Renals,University of Edinburgh,http://homepages.inf.ed.ac.uk/srenals,sAfu3yIAAAAJ
Stephen T. Gilmore,University of Edinburgh,http://homepages.inf.ed.ac.uk/stg,S7iYkO8AAAAJ
Steve Renals,University of Edinburgh,http://homepages.inf.ed.ac.uk/srenals,sAfu3yIAAAAJ
Stratis D. Viglas,University of Edinburgh,http://homepages.inf.ed.ac.uk/sviglas,ZxgGJMwAAAAJ
Stratis Viglas,University of Edinburgh,http://homepages.inf.ed.ac.uk/sviglas,ZxgGJMwAAAAJ
Stuart Anderson,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Stuart_Anderson.html,qAaJr0oAAAAJ
Subramanian Ramamoorthy,University of Edinburgh,http://homepages.inf.ed.ac.uk/sramamoo,K_v3RvMAAAAJ
Taku Komura,University of Edinburgh,http://homepages.inf.ed.ac.uk/tkomura,TApLOhkAAAAJ
Timothy M. Hospedales,University of Edinburgh,http://homepages.inf.ed.ac.uk/thospeda,nHhtvqkAAAAJ
Tommy Thorne,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Thomas_Thorne.html,o0MPrIwAAAAJ
Vijay Nagarajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/vnagaraj,xQYIFX0AAAAJ
Vijayakrishnan Nagarajan,University of Edinburgh,http://homepages.inf.ed.ac.uk/vnagaraj,NOSCHOLARPAGE
Vittorio Ferrari,University of Edinburgh,http://homepages.inf.ed.ac.uk/vferrari,4QvYJ00AAAAJ
Walid Magdy,University of Edinburgh,http://homepages.inf.ed.ac.uk/wmagdy,ACQD8jMAAAAJ
Wenfei Fan,University of Edinburgh,http://homepages.inf.ed.ac.uk/wenfei,u0S6ofAAAAAJ
Zhibin Li,University of Edinburgh,http://www.edinburgh-robotics.org/academics/zhibin-li,WUcG7YoAAAAJ
Abdelsalam Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE
Ahmed Helmy,University of Florida,http://www.cise.ufl.edu/~helmy,QcO9p8AAAAAJ
Alin Dobra,University of Florida,http://www.cise.ufl.edu/~adobra,smEOOBsAAAAJ
Alireza Entezari,University of Florida,https://www.cise.ufl.edu/people/faculty/entezari,NOSCHOLARPAGE
Alper Üngör,University of Florida,https://www.cise.ufl.edu/people/faculty/ungor,8JZZclQAAAAJ
Anand Rangarajan 0001,University of Florida,https://www.cise.ufl.edu/~anand,6JEDxqcAAAAJ
Arunava Banerjee,University of Florida,https://www.cise.ufl.edu/~arunava,f5CUbRIAAAAJ
Baba C. Vemuri,University of Florida,https://www.cise.ufl.edu/~vemuri,1fEZ_osAAAAJ
Benjamin Lok,University of Florida,http://www.lokben.com,QclQnxIAAAAJ
Beverly A. Sanders,University of Florida,https://www.cise.ufl.edu/people/faculty/sanders,NOSCHOLARPAGE
Beverly Sanders,University of Florida,https://www.cise.ufl.edu/people/faculty/sanders,NOSCHOLARPAGE
Christina Boucher,University of Florida,http://christinaboucher.com,NOSCHOLARPAGE
Christina Gardner-McCune,University of Florida,https://www.cise.ufl.edu/people/faculty/gmccune,qe2DVGEAAAAJ
Corey Toler-Franklin,University of Florida,https://www.cise.ufl.edu/people/faculty/ctoler-franklin,NOSCHOLARPAGE
Daisy Zhe Wang,University of Florida,http://dsr.cise.ufl.edu/daisyw,gMOBKfUAAAAJ
Damon L. Woodard,University of Florida,https://www.ece.ufl.edu/user/1469,hhBx6TMAAAAJ
Douglas D. Dankel II,University of Florida,http://www.cise.ufl.edu/~ddd,NOSCHOLARPAGE
Eakta Jain,University of Florida,http://www.cise.ufl.edu/~ejain,5ouAiisAAAAJ
Jaime Ruiz,University of Florida,https://www.jaimeruiz.com,K1O-ZPIAAAAJ
Jih-Kwon Peir,University of Florida,https://www.cise.ufl.edu/people/faculty/peir,NOSCHOLARPAGE
Jonathan C. L. Liu,University of Florida,https://www.cise.ufl.edu/~jcliu,NOSCHOLARPAGE
Joseph N. Wilson,University of Florida,http://www.cise.ufl.edu/~jnw/test,BJAXIbQAAAAJ
José A. B. Fortes,University of Florida,https://www.acis.ufl.edu/people/fortes,NOSCHOLARPAGE
Juan E. Gilbert,University of Florida,https://www.cise.ufl.edu/people/faculty/jgilbert,FKbHXRUAAAAJ
Jörg Peters,University of Florida,http://www.cise.ufl.edu/~jorg,MoMic_4AAAAJ
Kevin R. B. Butler,University of Florida,http://cise.ufl.edu/~butler,NOSCHOLARPAGE
Kyla A. McMullen,University of Florida,https://www.cise.ufl.edu/people/faculty/kyla,DzvXnyoAAAAJ
Lisa Anthony,University of Florida,https://lisa-anthony.com,GUucp2UAAAAJ
Manuel E. Bermudez,University of Florida,http://www.cise.ufl.edu/~manuel,xjUqBT0AAAAJ
Markus Schneider,University of Florida,http://www.cise.ufl.edu/~mschneid,lOhijLUAAAAJ
Meera Sitharam,University of Florida,http://www.cise.ufl.edu/~sitharam,NOSCHOLARPAGE
My T. Thai,University of Florida,http://www.cise.ufl.edu/~mythai,zLLJimcAAAAJ
Patrick Traynor,University of Florida,https://www.cise.ufl.edu/~traynor,oCFvA2UAAAAJ
Paul D. Gader,University of Florida,http://www.cise.ufl.edu/~pgader,GD3jwG8AAAAJ
Prabhat Mishra,University of Florida,http://www.cise.ufl.edu/~prabhat,ZlhpUZoAAAAJ
Richard E. Newman,University of Florida,http://www.cise.ufl.edu/~nemo,7im4NjEAAAAJ
Richard E. Newman-Wolfe,University of Florida,http://www.cise.ufl.edu/~nemo,7im4NjEAAAAJ
Sanjay Ranka,University of Florida,https://www.cise.ufl.edu/people/faculty/ranka,j7WSgbwAAAAJ
Sartaj K. Sahni,University of Florida,http://www.cise.ufl.edu/~sahni,gMQWxE0AAAAJ
Sartaj Sahni,University of Florida,http://www.cise.ufl.edu/~sahni,gMQWxE0AAAAJ
Shigang Chen,University of Florida,http://www.cise.ufl.edu/~sgchen,jDCiMQkAAAAJ
Stephen M. Thebaut,University of Florida,https://www.cise.ufl.edu/people/faculty/smt,NOSCHOLARPAGE
Sumi Helal,University of Florida,http://www.cise.ufl.edu/~helal,NOSCHOLARPAGE
Tamer Kahveci,University of Florida,http://www.cise.ufl.edu/~tamer,xG9XC2MAAAAJ
Thomas Shrimpton,University of Florida,https://cise.ufl.edu/~teshrim,2Nz2U0kAAAAJ
Tom Shrimpton,University of Florida,https://cise.ufl.edu/~teshrim,2Nz2U0kAAAAJ
Tuba Yavuz-Kahveci,University of Florida,http://www.tuba.ece.ufl.edu,NOSCHOLARPAGE
Ye Xia 0001,University of Florida,http://www.cise.ufl.edu/~yx1,z0k6V4gAAAAJ
Andreas Podelski,University of Freiburg,https://swt.informatik.uni-freiburg.de/podelski,UAF-ud8AAAAJ
Anelis Kaiser,University of Freiburg,http://gmint.informatik.uni-freiburg.de/kaiser,NOSCHOLARPAGE
Bernd Becker 0001,University of Freiburg,http://www2.informatik.uni-freiburg.de/~becker,blhIc7MAAAAJ
Bernhard Nebel,University of Freiburg,http://www2.informatik.uni-freiburg.de/~nebel,4MhUHPcAAAAJ
Christian Schindelhauer,University of Freiburg,http://cone.informatik.uni-freiburg.de/mitarbeiter/schindelhauer/adresse,TxVfH8QAAAAJ
Christoph Scholl,University of Freiburg,http://www2.informatik.uni-freiburg.de/~scholl,NBHMsgkAAAAJ
Fabian Kuhn,University of Freiburg,http://ac.informatik.uni-freiburg.de/kuhn,XU-ldxMAAAAJ
Georg Lausen,University of Freiburg,http://dbis.informatik.uni-freiburg.de/team/lausen/georg,wzKbqkcAAAAJ
H. Bast,University of Freiburg,https://ad.informatik.uni-freiburg.de/staff/bast,hqSjLE8AAAAJ
Hannah Bast,University of Freiburg,https://ad.informatik.uni-freiburg.de/staff/bast,hqSjLE8AAAAJ
Kristof Van Laerhoven,University of Freiburg,https://es.informatik.uni-freiburg.de/team/kristof-van-laerhoven,iPI39lEAAAAJ
Matthias Teschner,University of Freiburg,https://cg.informatik.uni-freiburg.de/people/teschner.htm,8exaZnsAAAAJ
Peter M. Fischer 0001,University of Freiburg,https://websci.informatik.uni-freiburg.de/people/fischer,CNFQtC4AAAAJ
Peter Michael Fischer,University of Freiburg,https://websci.informatik.uni-freiburg.de/people/fischer,CNFQtC4AAAAJ
Peter Thiemann,University of Freiburg,http://www2.informatik.uni-freiburg.de/~thiemann,yJST1UAAAAAJ
Rolf Backofen,University of Freiburg,http://www.bioinf.uni-freiburg.de/~backofen,ZCTrqQkAAAAJ
Thomas Brox,University of Freiburg,https://lmb.informatik.uni-freiburg.de/people/brox/index.en.html,0VAe-TQAAAAJ
Wolfram Burgard,University of Freiburg,http://www2.informatik.uni-freiburg.de/~burgard,zj6FavAAAAAJ
Daniel M. Everett,University of Georgia,http://www.cs.uga.edu/directory/daniel-m-everett,81NHD9EAAAAJ
Hamid R. Arabnia,University of Georgia,http://cobweb.cs.uga.edu/~hra,g86VLOUAAAAJ
Ismailcem Budak Arpinar,University of Georgia,http://cobweb.cs.uga.edu/~budak,NOSCHOLARPAGE
John A. Miller,University of Georgia,http://cobweb.cs.uga.edu/~jam,zTBeQq0AAAAJ
Kang Li 0001,University of Georgia,http://cobweb.cs.uga.edu/~kangli,LLcNeeYAAAAJ
Khaled Rasheed,University of Georgia,http://cobweb.cs.uga.edu/~khaled,h_GqAPAAAAAJ
Krys J. Kochut,University of Georgia,http://cobweb.cs.uga.edu/~kochut,NOSCHOLARPAGE
Krys Kochut,University of Georgia,http://cobweb.cs.uga.edu/~kochut,NOSCHOLARPAGE
Kyu Hyung Lee,University of Georgia,http://cobweb.cs.uga.edu/~kyuhlee,oHcacuIAAAAJ
Lakshmish Ramaswamy,University of Georgia,http://cobweb.cs.uga.edu/~laks,I6RpLrkAAAAJ
Liming Cai,University of Georgia,http://cobweb.cs.uga.edu/~cai,xj8uYUUAAAAJ
Maria Hybinette,University of Georgia,http://cobweb.cs.uga.edu/~maria,d6gfNpIAAAAJ
Prashant Doshi,University of Georgia,http://thinc.cs.uga.edu/personnel.html,3PkyzawAAAAJ
Roberto Perdisci,University of Georgia,http://roberto.perdisci.com,M_soLLcAAAAJ
Shannon Quinn,University of Georgia,http://cobweb.cs.uga.edu/~squinn,4EjRiycAAAAJ
Shelby H. Funk,University of Georgia,http://www.cs.uga.edu/directory/shelby-h-funk,6qfyAZQAAAAJ
Suchendra M. Bhandarkar,University of Georgia,http://cobweb.cs.uga.edu/~suchi,WjrtwJgAAAAJ
Thiab R. Taha,University of Georgia,http://cobweb.cs.uga.edu/~thiab,K1c26H0AAAAJ
Tianming Liu,University of Georgia,http://cobweb.cs.uga.edu/~tliu,92RPXm0AAAAJ
Walter D. Potter,University of Georgia,http://cobweb.cs.uga.edu/~potter,GDkG3T4AAAAJ
